totalWordCount, negationCount, negativeCount, positiveCount, coordinatingConjunctionCount, adjCount, nountCount, vbCount, pastTense, label
10,0,0,0,0,0,2,2,2,-2
40,1,0,1,3,2,9,2,1,-2
21,0,1,0,1,3,5,3,2,-2
19,1,0,2,2,1,6,2,0,-2
8,1,0,1,1,2,0,1,0,-2
19,1,0,2,1,2,3,4,2,-2
20,0,0,1,2,3,4,3,3,-2
16,0,0,2,3,3,4,2,2,-2
23,0,0,1,3,4,4,3,3,-2
36,0,0,0,2,3,9,4,2,-2
9,1,0,1,1,1,3,1,0,-2
22,0,1,1,0,3,5,4,2,-2
23,1,1,0,1,3,6,3,1,-2
5,0,1,0,1,1,0,1,0,-2
11,1,0,0,0,0,2,3,3,-2
6,0,0,0,0,2,1,1,0,-2
12,0,0,0,1,1,2,4,2,-2
12,0,0,0,0,1,4,1,1,-2
11,0,1,1,1,2,3,2,2,-2
13,1,0,2,0,2,3,2,1,-2
8,1,0,0,0,0,2,2,0,-2
13,1,0,1,1,2,3,2,1,-2
21,1,0,0,2,3,5,2,0,-2
13,0,0,0,1,2,2,3,3,-2
14,0,0,1,1,4,3,2,2,-2
4,0,0,0,1,2,1,0,0,-2
37,0,0,2,5,3,10,6,1,-2
7,0,1,0,0,0,2,1,1,-2
8,0,0,1,0,0,2,2,1,-2
12,1,0,2,1,2,2,2,0,-2
13,0,1,0,1,1,2,4,2,-2
5,0,0,0,1,1,2,1,0,-2
8,0,1,0,0,1,2,1,1,-2
5,1,0,1,0,1,1,2,1,-2
20,0,1,0,1,1,5,2,2,-2
5,1,0,1,0,2,2,0,0,-2
25,0,0,0,2,0,8,3,3,-2
18,0,0,0,2,1,7,2,1,-2
16,1,0,1,2,3,3,2,1,-2
6,0,0,0,1,0,1,2,2,-2
22,0,0,1,2,2,4,3,2,-2
18,0,0,0,1,4,1,5,3,-2
3,0,0,0,0,1,1,0,0,-2
13,0,0,1,1,0,3,3,1,-2
15,0,0,2,0,3,4,1,0,-2
20,0,0,0,1,1,6,5,2,-2
37,0,1,1,3,2,7,6,2,-2
18,0,0,0,1,1,5,1,0,-2
21,0,0,0,1,0,4,2,2,-2
6,1,0,0,0,0,1,1,0,-2
17,1,0,1,1,1,3,4,2,-2
21,0,0,0,2,2,5,3,1,-2
8,0,1,0,0,1,2,1,1,-2
13,1,0,1,0,0,3,1,0,-2
4,1,0,1,1,0,2,0,0,-2
15,1,0,0,0,0,2,3,1,-2
22,1,0,1,1,1,3,4,1,-2
28,1,0,5,1,2,6,7,0,-2
16,0,2,2,0,2,3,2,1,-2
19,1,0,0,1,1,4,4,0,-2
20,1,0,1,1,4,3,2,0,-2
17,1,1,1,2,2,4,2,1,-2
23,1,0,2,1,3,5,4,3,-2
42,1,0,1,2,1,11,10,3,-2
36,0,0,1,4,3,8,7,6,-2
17,0,1,2,1,2,5,2,0,-2
21,0,0,1,1,2,7,2,0,-2
7,0,0,1,0,3,2,0,0,-2
10,0,1,0,1,1,3,3,3,-2
27,1,0,2,3,4,6,4,4,-2
30,1,1,2,1,2,8,5,3,-2
28,1,0,2,3,3,8,2,0,-2
8,0,0,2,0,1,1,2,1,-2
36,1,0,0,2,4,7,7,4,-2
24,0,0,0,1,2,4,3,1,-2
17,1,0,2,2,1,2,4,0,-2
17,1,0,0,1,4,4,1,0,-2
37,0,1,1,3,6,8,2,2,-2
23,0,0,0,2,6,6,2,1,-2
29,0,0,0,1,2,8,3,3,-2
11,0,0,1,0,1,2,3,0,-2
12,0,0,1,0,0,4,3,2,-2
39,0,0,1,3,4,9,6,3,-2
13,0,0,1,2,1,6,1,0,-2
18,1,0,2,3,0,5,2,2,-2
14,1,0,2,0,1,3,3,1,-2
5,1,0,0,0,1,1,1,1,-2
5,0,1,0,0,1,1,1,0,-2
7,1,0,0,0,0,3,0,0,-2
25,1,0,2,1,1,6,5,0,-2
14,0,0,1,2,1,3,3,3,-2
18,0,0,1,2,2,2,5,1,-2
28,1,0,3,1,5,5,4,3,-2
14,0,0,0,2,1,4,3,3,-2
15,1,0,2,1,3,2,3,0,-2
8,0,0,0,0,0,3,2,1,-2
22,0,0,1,0,0,7,4,2,-2
12,1,0,0,1,0,5,1,1,-2
5,0,0,1,0,2,1,0,0,-2
8,0,1,0,1,2,1,2,1,-2
5,0,0,0,1,2,1,1,0,-2
4,0,0,1,0,0,2,1,1,-2
5,0,0,0,1,2,1,1,1,-2
8,0,0,0,1,0,3,3,1,-2
10,0,0,2,0,0,1,2,1,-2
14,0,1,1,2,4,3,1,0,-2
9,0,0,0,1,0,2,3,0,-2
15,0,0,0,0,1,4,3,2,-2
13,1,0,0,0,1,6,1,1,-2
2,0,0,0,0,1,1,0,0,-2
16,0,1,1,0,3,4,1,0,-2
17,0,0,0,2,4,3,2,0,-2
17,0,0,0,1,2,6,3,0,-2
29,0,2,2,1,4,7,4,0,-2
3,0,0,0,0,2,1,0,0,-2
9,0,0,0,2,1,3,1,0,-2
3,0,0,0,0,1,1,0,0,-2
10,0,0,0,1,1,3,2,1,-2
13,1,1,1,1,1,5,0,0,-2
6,0,0,0,0,1,2,0,0,-2
7,0,0,0,0,0,1,1,0,-2
5,0,1,0,1,1,1,0,0,-2
8,0,1,0,0,3,1,0,0,-2
11,0,0,1,2,0,1,3,3,-2
43,0,0,2,3,5,11,6,1,-2
15,0,1,0,0,2,5,4,1,-2
19,1,0,3,2,2,2,4,1,-2
16,0,0,1,1,1,4,3,3,-2
4,0,1,0,0,1,1,1,1,-2
4,0,0,0,0,0,3,0,0,-2
6,0,0,0,0,1,2,1,1,-2
23,0,0,1,1,1,5,3,2,-2
5,0,0,0,0,0,2,1,0,-2
13,0,0,0,1,0,5,1,1,-2
17,0,1,1,0,2,3,4,4,-2
16,0,2,1,2,4,2,3,1,-2
6,1,0,0,0,0,1,2,1,-2
6,0,0,0,0,0,3,1,0,-2
7,0,0,0,1,1,1,2,2,-2
6,0,1,0,1,1,1,2,2,-2
3,0,0,0,0,0,1,1,1,-2
6,0,0,1,1,1,2,1,1,-2
5,0,0,0,0,2,1,1,1,-2
9,0,0,0,1,1,3,1,1,-2
10,1,0,0,1,0,3,2,2,-2
10,1,1,0,0,1,4,1,0,-2
34,0,0,0,1,4,6,6,4,-2
20,1,0,0,1,3,5,2,0,-2
13,0,0,0,2,1,3,1,0,-2
19,1,0,0,2,0,5,4,2,-2
24,1,0,2,3,0,4,6,3,-2
26,0,1,1,2,2,5,5,4,-2
19,0,0,0,1,1,6,2,2,-2
23,0,0,1,1,1,3,5,5,-2
21,0,0,1,0,3,5,2,2,-2
9,0,0,0,1,2,4,0,0,-2
9,0,0,0,0,1,3,2,1,-2
14,0,0,0,1,1,2,2,0,-2
14,0,0,3,1,2,2,3,1,-2
8,0,1,0,0,1,2,1,0,-2
26,1,0,2,2,2,7,2,1,-2
10,1,1,1,1,1,1,3,0,-2
10,1,0,2,0,0,2,2,1,-2
11,0,0,1,2,4,1,0,0,-2
9,1,0,1,0,1,2,1,0,-2
28,0,0,1,2,1,8,8,2,-2
18,0,0,0,2,2,2,5,2,-2
2,0,1,0,0,1,1,0,0,-2
4,0,0,0,0,1,2,0,0,-2
44,0,1,1,2,3,14,7,7,-2
15,0,0,1,0,0,1,5,2,-2
3,0,0,0,0,1,0,1,0,-2
12,0,1,2,0,2,3,4,1,-2
17,0,1,0,1,3,4,3,2,-2
10,1,1,1,1,2,1,3,3,-2
14,1,1,2,1,0,3,3,2,-2
19,0,0,3,1,1,4,7,3,-2
20,0,0,1,0,1,7,3,2,-2
15,1,0,1,0,1,2,6,3,-2
10,1,0,0,0,1,2,3,1,-2
17,0,0,0,1,2,5,2,2,-2
20,0,0,1,1,2,4,6,6,-2
4,0,0,0,0,1,1,1,1,-2
7,0,1,1,0,1,2,2,0,-2
8,1,0,0,1,1,1,1,0,-2
36,1,0,3,2,3,8,7,3,-2
17,0,1,0,2,0,5,2,2,-2
7,0,0,0,1,1,0,3,3,-2
21,0,1,1,0,1,5,4,3,-2
3,0,0,0,0,1,0,1,1,-2
19,1,1,1,2,3,3,2,1,-2
13,0,0,3,0,1,3,2,2,-2
14,1,1,2,3,3,1,2,2,-2
13,0,0,1,1,3,5,1,1,-2
14,1,0,0,4,1,3,2,1,-2
15,0,4,2,0,4,5,1,1,-2
16,1,0,2,1,1,4,3,2,-2
11,0,0,1,1,0,4,2,1,-2
20,0,0,4,2,3,2,5,5,-2
15,0,1,0,2,1,3,4,2,-2
11,0,0,0,0,1,3,3,2,-2
7,0,1,0,0,1,1,1,1,-2
13,1,0,0,1,0,0,4,4,-2
17,2,0,3,1,1,4,2,1,-2
9,0,0,0,1,1,1,2,2,-2
11,1,0,1,0,1,2,1,0,-2
20,0,0,1,2,1,2,7,1,-2
20,0,1,0,0,1,5,4,3,-2
33,2,0,3,1,1,10,5,4,-2
34,1,1,1,3,2,8,6,6,-2
2,0,0,0,0,1,0,0,0,-2
33,1,1,0,2,1,5,9,6,-2
11,1,0,0,0,1,2,1,0,-2
22,2,1,1,4,1,7,4,2,-2
17,1,0,2,1,0,3,6,0,-2
26,0,0,2,1,1,2,7,2,-2
2,1,0,0,0,0,1,0,0,-2
30,0,1,2,2,1,5,7,5,-2
3,0,0,0,0,0,2,0,0,-2
11,0,0,0,1,0,2,2,2,-2
3,0,0,1,0,0,1,1,1,-2
14,0,0,0,1,1,3,2,2,-2
23,0,0,3,3,2,4,5,1,-2
4,0,1,0,0,2,2,0,0,-2
46,0,1,2,4,6,9,6,1,-2
12,0,1,0,1,2,2,2,1,-2
17,0,1,0,2,1,5,3,0,-2
5,0,0,2,0,1,1,1,0,-2
21,0,1,1,1,2,5,6,4,-2
6,0,0,1,0,0,2,2,2,-2
9,1,0,1,1,1,4,1,1,-2
3,1,0,1,0,1,1,1,1,-2
29,0,2,1,2,3,6,5,3,-2
26,0,1,2,2,3,8,3,1,-2
13,1,1,2,2,3,4,1,0,-2
5,0,0,0,1,1,1,1,0,-2
7,0,1,0,1,3,1,1,0,-2
12,0,0,1,1,0,2,4,4,-2
4,0,0,0,0,1,0,1,1,-2
5,0,0,0,0,1,2,1,1,-2
11,0,0,1,1,0,2,4,3,-2
7,0,0,0,0,0,2,2,1,-2
12,0,0,0,1,0,3,3,2,-2
16,0,0,0,2,1,2,4,3,-2
10,1,0,0,0,0,3,3,3,-2
9,0,0,1,1,0,2,3,3,-2
14,0,0,0,1,3,3,4,4,-2
20,2,2,3,2,1,4,4,1,-2
6,1,0,0,0,0,3,0,0,-2
11,1,0,1,0,0,3,1,0,-2
10,0,0,0,0,1,2,2,2,-2
9,0,0,1,0,1,2,3,2,-2
6,0,0,0,0,0,2,1,0,-2
21,1,0,1,1,1,5,2,1,-2
18,0,0,0,2,1,3,3,2,-2
5,1,0,0,0,0,0,3,1,-2
8,0,1,0,1,2,2,1,1,-2
12,1,0,1,1,2,3,1,1,-2
21,1,0,1,0,2,7,2,0,-2
9,0,0,0,1,1,3,1,1,-2
17,0,0,1,0,1,5,4,0,-2
23,1,1,0,2,2,3,7,1,-2
10,0,0,1,1,3,2,2,0,-2
5,0,0,0,0,1,1,1,0,-2
15,0,1,1,1,2,3,5,3,-2
11,0,0,1,1,1,2,4,0,-2
22,0,1,1,0,1,6,4,0,-2
18,0,0,0,1,0,3,5,2,-2
26,0,2,3,3,2,5,6,4,-2
21,0,0,1,0,4,4,4,3,-2
25,0,0,2,1,2,5,4,3,-2
20,0,0,0,1,0,3,5,3,-2
10,0,0,0,2,1,3,1,0,-2
7,0,1,0,0,2,2,1,1,-2
11,0,1,0,0,1,3,1,0,-2
9,0,1,0,2,3,3,1,0,-2
14,0,0,0,1,1,3,3,1,-2
16,0,1,0,1,1,2,4,3,-2
15,0,1,0,0,1,4,2,2,-2
14,0,0,1,0,1,1,4,2,-2
6,1,0,0,0,0,3,1,0,-2
22,0,0,0,1,1,3,8,6,-2
19,1,1,1,2,4,4,3,2,-2
