totalWordCount, negationCount, negativeCount, positiveCount, coordinatingConjunctionCount, adjCount, nountCount, vbCount, pastTense, label
32,1,0,5,3,4,4,7,1,2
20,0,0,3,1,1,2,5,0,2
11,0,0,1,1,2,2,2,2,2
6,0,0,1,0,1,1,2,0,2
10,0,1,0,0,1,5,2,0,2
17,0,0,1,1,3,1,5,1,2
56,0,1,4,4,4,16,9,4,2
9,0,0,2,1,2,2,2,0,2
21,0,0,1,1,3,6,2,0,2
18,0,2,2,2,0,3,6,3,2
11,0,0,0,3,2,4,0,0,2
20,0,0,2,0,0,5,3,0,2
10,1,0,1,0,1,4,2,0,2
11,0,0,2,1,1,2,3,1,2
10,0,0,1,0,1,6,1,0,2
14,0,0,3,0,2,3,3,3,2
28,1,0,4,1,5,8,5,0,2
24,0,0,6,2,3,5,3,1,2
12,0,0,3,1,2,1,3,0,2
9,0,0,1,1,2,2,2,0,2
5,0,0,1,0,0,2,1,1,2
9,0,0,2,0,3,2,2,1,2
5,0,0,2,0,1,0,1,0,2
8,0,0,1,1,1,3,1,0,2
18,0,0,1,2,1,3,3,0,2
47,0,0,5,4,3,10,7,1,2
8,0,0,1,0,1,3,2,0,2
9,0,0,1,1,1,3,2,0,2
13,0,0,1,0,1,2,3,2,2
24,0,0,2,2,1,5,7,1,2
10,0,0,1,1,3,3,1,0,2
6,1,0,1,0,1,1,2,0,2
16,0,0,3,2,4,2,3,0,2
18,0,0,3,1,2,6,1,1,2
8,0,0,1,0,2,3,1,0,2
16,0,0,2,1,1,1,5,2,2
8,0,0,0,0,1,4,0,0,2
14,0,0,1,0,0,4,1,0,2
16,0,0,2,1,1,1,4,0,2
15,0,0,1,1,3,4,2,0,2
5,0,0,0,0,1,1,1,0,2
4,0,0,1,0,1,1,1,0,2
30,0,0,5,2,6,7,4,0,2
4,0,0,2,0,1,1,0,0,2
12,0,0,1,2,3,2,1,0,2
14,0,0,1,1,0,5,2,0,2
32,1,0,5,2,3,8,7,0,2
5,0,0,0,0,0,1,1,0,2
10,0,0,0,2,0,1,1,1,2
9,0,0,0,2,1,1,2,0,2
16,1,0,4,0,3,5,1,0,2
4,0,0,2,0,2,2,0,0,2
22,0,0,1,1,3,6,4,3,2
11,0,0,1,1,1,3,2,1,2
12,0,0,0,0,1,5,1,0,2
10,0,0,0,1,0,1,3,1,2
4,0,0,2,1,1,0,1,1,2
11,0,0,2,0,2,2,2,0,2
7,0,0,3,1,1,1,2,0,2
59,0,0,3,5,6,8,12,1,2
13,0,0,2,1,1,5,2,0,2
49,4,0,2,4,8,8,11,1,2
19,0,0,1,1,3,5,4,1,2
25,0,0,0,2,1,5,6,1,2
20,0,1,1,1,2,4,4,1,2
24,0,0,1,3,3,4,5,2,2
42,0,1,2,4,4,6,7,3,2
14,0,0,2,2,2,2,3,0,2
13,0,0,2,0,2,2,2,0,2
31,0,1,2,2,3,8,5,0,2
15,0,0,1,1,1,4,2,0,2
21,0,0,2,1,1,5,4,2,2
22,0,0,1,1,2,6,5,3,2
16,2,1,1,1,4,2,2,0,2
10,0,0,2,0,4,2,2,0,2
9,0,0,0,0,1,3,1,0,2
14,0,0,4,2,2,3,4,0,2
16,0,1,1,0,3,4,3,1,2
19,0,1,1,0,2,6,2,0,2
38,1,0,1,2,4,3,9,3,2
24,0,0,2,1,4,6,2,0,2
16,1,0,0,1,1,3,3,2,2
31,1,0,1,3,2,8,3,0,2
9,1,0,0,1,0,1,3,2,2
19,0,0,2,0,2,5,5,1,2
15,1,1,3,2,5,2,2,0,2
7,0,0,3,1,3,0,1,0,2
11,0,0,2,1,0,3,2,0,2
12,0,0,3,0,0,2,4,1,2
17,0,0,3,3,5,2,2,0,2
26,0,0,1,2,2,2,6,0,2
7,0,0,0,1,1,2,1,0,2
35,0,0,1,2,2,7,7,0,2
0,0,0,0,0,0,0,0,0,2
14,0,0,3,0,1,2,3,1,2
11,0,0,2,0,1,3,3,0,2
17,0,0,2,0,3,3,4,0,2
15,0,1,1,1,1,3,2,0,2
9,0,0,0,1,0,2,4,0,2
16,0,0,2,0,0,2,5,0,2
6,0,0,1,1,2,0,1,0,2
11,0,0,0,0,2,3,2,0,2
9,1,0,2,0,2,1,3,0,2
8,0,0,3,1,2,2,1,0,2
10,0,0,1,0,0,3,2,0,2
4,0,0,1,0,1,1,1,0,2
31,0,0,1,3,2,3,7,1,2
28,1,0,0,0,2,5,7,2,2
14,1,0,3,2,3,4,2,0,2
9,0,0,0,1,1,2,1,0,2
23,0,0,1,4,4,2,6,4,2
20,0,0,1,0,2,5,3,0,2
15,1,0,1,2,1,2,4,1,2
23,0,0,3,2,2,4,3,0,2
0,0,0,0,0,0,0,0,0,2
14,0,0,0,0,2,4,2,1,2
28,0,0,2,2,4,5,5,0,2
23,0,0,3,1,2,6,3,2,2
10,0,0,4,1,1,3,2,0,2
19,0,0,1,1,2,6,4,1,2
26,0,0,3,2,4,4,5,1,2
16,0,0,3,0,2,4,4,0,2
25,0,1,1,2,2,5,3,1,2
28,1,0,5,2,5,7,3,0,2
12,0,0,1,0,3,1,3,1,2
10,0,0,0,1,1,2,1,0,2
12,0,0,1,0,1,3,1,1,2
15,0,0,0,1,0,3,3,1,2
44,2,0,2,4,4,9,6,0,2
29,1,0,2,1,3,8,3,0,2
13,0,0,0,1,2,3,2,0,2
14,0,0,3,1,2,3,2,0,2
18,0,0,2,0,0,5,3,0,2
7,0,0,0,0,0,2,1,0,2
10,0,0,2,0,2,3,1,0,2
19,0,0,0,1,1,5,2,0,2
21,0,1,2,2,3,9,2,0,2
10,0,0,0,1,1,2,3,1,2
16,1,0,0,1,2,7,1,0,2
14,0,0,2,1,1,4,4,1,2
17,0,0,1,0,2,5,4,2,2
26,2,0,2,2,2,5,6,1,2
19,1,0,2,2,2,2,4,0,2
9,0,0,0,0,0,2,1,0,2
10,1,0,1,1,1,3,1,0,2
21,0,0,2,2,3,4,2,0,2
14,0,0,3,1,1,2,2,0,2
10,1,0,1,1,0,2,3,0,2
12,0,0,1,1,1,3,4,0,2
13,2,0,1,1,0,3,4,0,2
14,1,0,0,0,0,3,4,0,2
24,0,1,2,2,4,3,6,0,2
17,1,0,2,1,5,2,1,0,2
9,0,0,2,1,2,3,2,0,2
30,0,0,2,2,6,7,5,1,2
11,1,0,1,2,3,3,2,0,2
12,0,0,2,1,2,4,1,1,2
12,1,0,3,3,2,2,2,0,2
8,0,0,0,1,2,1,2,0,2
14,0,0,2,1,1,3,3,0,2
7,0,0,1,0,1,2,1,0,2
5,0,0,0,0,1,1,1,0,2
13,0,0,2,1,1,2,4,0,2
8,0,0,0,1,0,1,3,0,2
13,0,0,2,1,0,1,2,0,2
7,0,0,1,0,0,1,2,0,2
26,0,0,1,3,4,6,6,3,2
20,1,1,0,1,2,3,3,2,2
17,1,0,3,2,0,3,3,1,2
16,0,1,2,1,2,3,5,0,2
11,0,0,0,2,1,0,3,0,2
16,0,0,2,0,4,4,1,1,2
6,1,0,2,1,2,1,0,0,2
22,0,1,1,1,3,3,5,1,2
34,1,0,2,2,4,4,7,0,2
16,0,0,1,1,4,2,2,1,2
26,0,0,3,2,3,3,4,1,2
11,0,0,1,1,0,2,2,1,2
9,0,0,2,1,2,1,2,0,2
19,0,0,4,1,3,4,1,0,2
18,0,0,1,2,1,5,4,0,2
11,0,0,2,1,3,3,1,0,2
24,0,1,2,0,3,3,6,2,2
22,0,0,1,0,3,5,4,0,2
13,0,0,2,0,1,2,3,1,2
22,1,0,2,3,5,4,2,0,2
10,0,0,1,1,1,2,1,0,2
10,0,0,1,0,0,1,3,0,2
25,0,0,7,1,5,5,4,0,2
13,0,0,1,2,3,2,2,0,2
8,0,0,2,1,1,3,0,0,2
11,1,0,0,1,2,3,1,0,2
12,0,0,2,1,1,3,3,0,2
20,1,0,1,3,1,4,3,0,2
15,0,0,3,0,1,2,2,0,2
12,0,0,2,0,3,2,2,0,2
11,0,0,3,1,3,2,2,0,2
9,0,0,0,0,0,3,2,1,2
10,0,0,0,1,0,3,2,0,2
16,1,0,1,2,3,2,2,0,2
13,0,0,0,1,1,3,2,0,2
30,1,0,2,2,1,3,9,0,2
4,0,0,0,0,1,2,1,0,2
24,0,0,3,1,5,4,5,0,2
11,0,1,1,0,2,1,1,0,2
22,0,0,4,3,2,6,5,1,2
7,0,0,1,0,1,4,0,0,2
29,0,1,2,3,3,5,5,0,2
18,0,0,0,1,0,2,4,0,2
7,1,0,1,0,1,2,1,0,2
15,1,0,2,1,2,2,1,0,2
7,0,0,0,1,0,1,2,1,2
10,0,0,0,1,3,2,1,0,2
7,0,0,0,0,0,2,0,0,2
20,0,1,1,2,3,5,5,1,2
13,0,1,0,1,1,4,2,2,2
5,0,0,1,0,0,1,0,0,2
21,1,0,2,2,1,3,3,0,2
8,0,0,0,0,1,4,1,0,2
6,0,0,2,1,2,1,0,0,2
21,1,0,1,1,2,2,4,0,2
17,1,0,0,3,2,3,2,0,2
14,1,0,0,0,0,2,2,0,2
9,1,0,0,0,0,1,2,0,2
15,0,0,1,0,2,4,3,0,2
7,0,0,0,0,1,2,1,0,2
30,0,0,4,1,3,8,4,0,2
15,0,0,3,1,3,4,1,0,2
16,0,0,1,0,2,4,2,1,2
15,0,0,1,2,5,3,1,0,2
18,0,0,2,4,4,3,1,0,2
21,0,0,0,1,2,3,3,2,2
21,0,0,0,1,2,5,3,2,2
15,0,0,1,2,0,3,2,0,2
21,0,0,1,2,2,3,4,4,2
12,0,0,3,0,2,1,1,0,2
25,0,0,3,4,2,11,1,0,2
14,0,0,4,1,1,3,3,0,2
4,0,0,1,0,1,1,1,1,2
32,0,0,4,1,4,6,5,0,2
36,0,0,2,2,2,6,8,0,2
14,0,0,1,0,2,5,3,0,2
10,0,0,2,0,2,5,1,0,2
16,0,0,3,0,3,7,1,0,2
5,0,0,1,1,1,2,1,0,2
19,0,0,4,1,4,6,3,0,2
15,0,0,0,0,3,4,1,0,2
6,0,0,0,1,1,1,2,1,2
17,0,0,5,3,6,4,1,1,2
5,0,0,2,0,1,3,0,0,2
5,0,0,2,0,2,2,0,0,2
5,0,0,2,1,2,1,0,0,2
14,0,0,1,0,3,5,1,0,2
18,1,0,2,3,4,3,2,2,2
19,0,0,4,3,5,5,1,1,2
13,0,0,1,2,1,3,1,0,2
21,0,0,1,0,1,7,1,1,2
8,0,0,2,2,2,2,0,0,2
19,0,0,0,1,1,6,1,0,2
16,0,0,1,1,2,4,2,1,2
45,0,0,7,3,8,8,6,2,2
12,0,0,2,2,3,1,1,0,2
18,0,0,2,1,3,2,3,0,2
25,0,0,1,4,4,5,4,1,2
47,0,0,4,3,5,12,10,2,2
34,1,0,4,4,5,8,6,4,2
15,0,0,1,0,2,6,2,2,2
8,0,0,1,0,1,3,1,1,2
10,0,0,1,1,3,1,1,1,2
7,0,0,0,0,0,2,1,1,2
13,0,0,3,1,3,3,3,0,2
11,0,0,2,1,2,1,2,1,2
8,0,0,2,1,3,1,2,1,2
20,0,0,0,2,1,6,4,4,2
7,0,0,1,0,1,3,1,1,2
15,0,0,1,1,1,1,5,1,2
17,0,0,1,1,2,4,3,0,2
24,0,0,1,3,2,10,2,2,2
20,0,0,2,1,2,6,3,3,2
21,1,1,1,0,2,4,5,2,2
14,0,0,2,0,3,3,2,0,2
18,0,0,2,1,3,10,1,0,2
5,0,0,2,0,2,3,0,0,2
17,0,0,3,1,2,5,2,2,2
11,0,0,2,1,3,2,2,2,2
15,0,0,2,1,2,4,2,0,2
19,0,0,1,1,1,6,3,0,2
15,0,0,2,0,3,3,2,0,2
7,0,0,1,0,1,2,2,0,2
17,2,0,3,2,3,3,3,0,2
8,0,0,3,2,3,2,1,1,2
4,0,0,1,0,3,1,0,0,2
3,0,0,1,1,1,1,0,0,2
6,0,0,2,1,1,3,0,0,2
26,0,0,5,2,6,9,1,0,2
7,0,0,1,0,1,2,1,0,2
13,0,0,0,0,0,4,1,0,2
26,0,0,1,2,3,5,5,0,2
22,1,0,2,4,4,10,2,0,2
13,0,0,2,1,2,3,2,2,2
11,0,0,0,2,2,2,2,2,2
13,0,0,1,1,2,4,2,1,2
15,0,0,0,0,2,4,2,0,2
11,0,0,2,0,3,2,1,1,2
29,0,0,2,2,3,6,4,0,2
21,0,0,3,0,3,7,2,0,2
16,1,0,4,0,5,1,4,0,2
5,0,0,2,1,2,1,1,1,2
14,1,0,1,1,1,5,1,0,2
20,0,0,2,1,3,5,4,2,2
20,0,0,1,1,1,7,3,2,2
14,0,0,1,0,1,4,3,3,2
13,0,0,3,1,4,2,3,3,2
7,0,0,1,0,2,2,1,1,2
13,0,0,0,1,1,5,1,1,2
26,0,0,1,1,2,7,6,1,2
5,0,0,1,1,1,1,0,0,2
20,0,1,1,1,4,5,1,0,2
61,0,0,3,2,9,25,7,0,2
31,0,0,3,1,5,8,6,3,2
28,1,0,2,3,4,6,3,2,2
24,1,0,2,0,3,2,4,0,2
47,0,0,0,4,1,11,9,5,2
52,0,0,1,3,2,16,9,1,2
3,0,0,1,0,1,1,1,0,2
4,0,0,1,0,0,1,1,1,2
14,0,0,3,2,2,4,2,0,2
7,0,0,1,1,3,2,0,0,2
14,0,0,0,1,1,4,3,2,2
13,0,0,0,0,0,5,3,3,2
16,0,0,2,1,3,3,2,1,2
12,0,0,0,0,0,3,1,1,2
33,2,0,3,2,2,5,6,0,2
13,0,0,1,2,2,3,3,1,2
15,0,0,3,2,5,6,1,0,2
24,0,0,2,4,2,8,5,0,2
40,0,0,5,2,6,8,7,5,2
37,1,1,1,3,2,7,8,4,2
37,1,0,2,1,7,9,6,1,2
10,0,0,3,1,4,2,1,1,2
5,0,0,2,1,2,1,0,0,2
37,0,1,3,3,2,9,5,0,2
10,0,0,1,0,2,4,0,0,2
12,0,0,2,0,1,4,1,0,2
5,0,0,1,0,1,0,2,1,2
17,0,0,3,0,2,5,2,2,2
25,0,0,1,1,3,7,3,0,2
13,0,0,1,0,2,4,2,2,2
16,0,0,3,2,2,5,2,2,2
4,0,0,1,1,1,2,0,0,2
12,1,0,0,1,1,3,1,1,2
15,0,0,1,0,2,4,2,1,2
19,0,0,1,1,2,6,1,0,2
19,0,0,2,1,1,4,5,5,2
4,0,0,1,0,1,1,1,1,2
4,0,0,1,0,1,1,1,0,2
14,0,0,0,1,2,3,3,0,2
12,0,0,2,1,3,2,1,0,2
12,0,0,1,0,2,3,2,0,2
10,0,0,1,1,0,2,1,0,2
18,0,0,2,3,3,5,2,2,2
11,0,0,2,1,2,3,2,1,2
35,1,0,3,2,6,7,6,3,2
5,0,0,1,1,1,1,1,1,2
10,0,0,1,0,1,2,2,1,2
6,0,0,4,0,3,1,1,0,2
10,0,0,3,0,3,3,2,0,2
27,0,0,2,2,3,6,4,0,2
9,1,1,1,0,2,1,1,0,2
7,0,0,2,1,2,1,1,0,2
17,0,0,0,0,1,3,4,4,2
20,1,0,1,2,2,3,4,3,2
11,0,0,1,1,0,3,3,2,2
29,0,0,2,1,1,5,7,2,2
8,0,0,1,0,1,2,1,1,2
19,0,0,2,0,2,3,4,3,2
35,1,0,2,1,5,3,8,3,2
5,0,0,0,0,0,1,2,1,2
18,0,1,0,0,2,5,3,1,2
27,1,0,1,0,2,3,7,3,2
12,0,0,3,0,2,3,3,3,2
10,0,0,3,2,2,4,0,0,2
7,0,0,2,1,2,2,1,0,2
19,0,0,1,1,3,5,1,0,2
20,0,1,3,2,3,6,2,2,2
12,0,0,0,1,0,7,1,1,2
9,0,0,0,0,0,5,0,0,2
10,0,0,0,1,1,4,0,0,2
19,0,0,3,0,4,4,2,0,2
11,0,0,0,0,1,2,3,1,2
12,2,0,4,0,4,5,0,0,2
11,0,0,3,1,3,3,1,0,2
17,0,0,0,1,3,2,3,0,2
24,2,0,3,0,2,5,6,0,2
26,0,1,2,2,7,5,2,0,2
10,0,0,2,1,5,2,1,1,2
11,0,0,3,2,3,2,2,2,2
25,0,0,2,2,3,2,5,3,2
13,0,0,1,0,2,3,2,2,2
14,0,0,4,1,1,1,4,1,2
10,0,0,2,0,2,2,2,2,2
12,0,0,2,0,2,4,0,0,2
15,0,0,1,3,2,4,3,1,2
22,0,0,4,1,2,6,4,1,2
11,0,0,1,0,3,4,1,0,2
7,0,0,1,1,2,2,1,0,2
25,0,0,3,1,3,4,3,0,2
12,0,0,2,3,2,2,2,0,2
12,0,0,1,0,1,3,2,2,2
9,0,0,1,1,2,2,2,0,2
3,0,0,0,0,0,1,1,0,2
24,0,0,1,1,8,5,4,1,2
13,0,0,2,0,1,5,3,2,2
11,0,0,2,0,1,3,2,0,2
8,0,0,0,1,1,2,2,0,2
16,0,0,2,0,5,2,2,0,2
21,0,0,1,3,4,4,2,0,2
16,0,2,1,2,4,3,2,1,2
7,0,0,1,0,1,1,2,2,2
18,0,0,1,1,3,4,5,5,2
6,0,0,1,0,1,2,1,1,2
9,0,1,1,0,1,2,1,1,2
12,0,1,1,0,3,2,1,1,2
10,0,0,1,1,2,2,2,1,2
8,0,0,1,0,1,3,1,0,2
21,0,0,0,3,3,6,3,2,2
11,0,0,2,1,3,3,2,1,2
7,0,0,1,0,2,2,1,0,2
5,0,0,1,0,1,1,1,0,2
9,0,0,1,1,3,1,1,1,2
21,0,0,3,1,2,3,5,3,2
7,0,0,2,1,2,2,1,1,2
8,0,0,1,0,1,3,1,0,2
8,0,0,1,1,2,3,1,0,2
15,0,0,3,1,2,3,2,2,2
16,0,0,2,1,3,3,3,2,2
17,0,0,3,2,2,5,1,1,2
10,0,0,2,1,3,3,1,1,2
13,0,0,2,1,2,4,2,1,2
19,0,0,0,3,3,3,2,0,2
19,1,1,0,1,3,4,1,0,2
9,0,0,1,0,1,2,2,1,2
16,0,0,3,2,2,2,3,2,2
7,0,0,1,0,3,1,1,1,2
10,0,0,1,1,2,2,1,1,2
8,0,0,2,0,2,3,1,0,2
10,0,1,2,0,3,3,1,0,2
9,0,0,0,0,1,2,1,0,2
14,0,0,1,0,1,4,2,0,2
8,0,0,1,0,0,3,1,1,2
15,0,0,0,0,1,3,3,0,2
17,0,0,1,2,1,6,2,0,2
19,0,0,1,2,5,2,3,3,2
15,0,0,0,1,2,6,3,0,2
10,0,0,0,1,1,3,2,2,2
4,0,0,0,0,1,1,1,1,2
7,0,0,0,0,1,3,0,0,2
13,0,0,1,0,4,4,2,2,2
7,0,0,0,1,2,2,1,1,2
8,1,0,0,1,2,0,1,1,2
6,0,0,1,1,2,1,1,1,2
12,0,0,1,1,1,5,1,0,2
19,1,0,2,0,2,4,3,1,2
3,0,0,0,0,1,0,1,0,2
7,0,0,1,1,1,3,1,1,2
18,0,0,3,3,2,5,3,2,2
46,0,0,1,5,3,9,8,6,2
9,0,0,1,1,1,2,2,0,2
8,0,0,0,0,0,2,2,1,2
17,1,0,3,3,1,3,2,1,2
10,0,0,1,1,2,2,2,2,2
25,0,0,2,1,4,4,5,4,2
4,0,0,0,0,1,1,1,1,2
14,0,0,0,2,3,3,2,2,2
10,0,0,0,1,2,2,2,2,2
2,0,0,1,0,1,1,0,0,2
2,0,0,1,0,1,1,0,0,2
11,0,0,3,1,0,3,2,0,2
9,0,0,1,0,2,2,2,0,2
14,0,0,1,1,1,6,1,0,2
11,0,0,2,0,3,3,1,0,2
17,0,0,4,1,2,4,3,3,2
